Dao_title,categories,about,blockchain,followers
the doge dao (daoge) dao,"['Collector', 'Grant', 'Gaming', 'Metaverse', 'Social']","Collectively, we seek to: Make the Doge meme the most recognizable piece of art in the world, flipping the Mona Lisa. Provide a safe and fun on-ramp into the Web3 space. We support doing only good everyday through a heavy focus on spreading joy and donating to charity.
 The Doge DAO (DAOge) aims to ‘Do Only Good Everyday’ by facilitating joyful, delightful experiences and donating a shit ton of money to various charities as a side effect of having fun on the internet. The Doge DAO governance token is called $DOG and it is backed by the iconic Doge meme, the internet’s Mona Lisa, originally fractionalized by PleasrDAO in September 2021.The Doge DAO also has a barktank grant process with a treasury that is governed by the community.
Our community is made up of eth/provenance/meme/doge maxis, who are collectooors and want to harbor a developer’s playground for other doge maxis. we believe it is our right to #ownthedoge
",Ethereum,18700.0
boardroom dao,['DAO Tools'],"Digital governance for open organizations
",Ethereum,6300.0
"crypto, culture, & society dao","['Social', 'Media']","A learning DAO exploring the impact of crypto on culture and society
",Bitcoin,8300.0
uxd protocol dao,"['other', 'other', 'other']","Fully collateralized decentralized stablecoin backed by delta-neutral position using derivatives
",,0.0
the decentraland report dao,"['other', 'other', 'other']","A Participate-to-Earn Model for Historic Preservation of Decentraland
",,0.0
constitutiondao,"['Collector', 'Social Impact']","We tried to buy the Constitution in 7 days, raised $42M, onboarded thousands into crypto and educated millions.
 Juicebox- https://juicebox.money/p/constitutiondao
",,0.0
metisdao,"['other', 'other', 'other', 'other']","Onboarding web2 onto web3 through our decentralized economy hub💫
 Low gas fees.Fast transactions.Native storage.High security.
Simple implementation.All on Ethereum.All decentralized-only with Metis.
",,0.0
woo network dao,['other'],"Featuring deep liquidity for superior order execution, zero-fee trading, and fully customizable trading workspaces.
 Wootrade solves the liquidity, cost, and adverse selection issues of cryptocurrency trading for
exchanges, institutions, and (eventually) retail traders through the use of redesigned incentive
mechanics. We understand that efficient markets are built on an equilibrium of economic
incentives and have designed a system in which both sides of the trade are mutually better off.
",Ethereum,11100.0
futureswap dao,['DeFi'],"Decentralized perpetuals built on Ethereum that offers best in class trading experience, high capital efficiency, and incentivized usage
",Ethereum,22300.0
perpetual protocol dao,['DeFi'],"Software that seeks to incentivize a distributed network of computers to operate an exchange where users can buy and sell derivative contracts
",Ethereum,73300.0
launchzone dao,['DeFi'],"The Ultimate #DeFi Platform
",Binance,285300.0
celesta labs dao,"['DAO Tools', 'Social']","Platform to easily create and engage with a decentralized community
",Solana,0.0
boss beauties dao,"['Social Impact', 'Investment']","Empowering girls and women at the forefront of technology, leadership, and creativity
 For ten years we have been building a global family of the next generation of women and girls. This family of Gen Z social entrepreneurs, designers, and change-makers are at the heart of everything we do. The Boss Beauties Foundation is on a mission to make a difference providing mentorship programs and internships to women in High School and College, while funding scholarships for women in the community. Boss Beauties is an extension of the same passion and goals we have championed for the past decade. Proceeds from primary and secondary sales will go back to supporting the collection and token holders, as well as continue our mission to support young women in designing the life and career they love.
",,0.0
kusama dao,"['other', 'other']","Unprecedented interoperability and scalability for blockchain developers who want to quickly push the limits of what’s possible.
",,0.0
raribledao,['Protocol'],"@rariblecom → @rarible
",Ethereum,624600.0
gutter gives dao,"['other', 'other', 'other', 'other']","The charitable arm of Gutter Labs. Designed to give back to the Gutter. Proposals that to do not follow the guidelines or procedures will be removed.
",,0.0
web3 foundation dao,"['other', 'other', 'other']","Building an internet where users are in control of their own data, identity and destiny
",,0.0
chain dao,['other'],"Chain provides industry-leading Web3 and Blockchain cloud infrastructure powered by Chain Cloud and Sequence.
",,0.0
darma capital dao,['Investment'],"Investment firm exclusively focused on digital assets
",,0.0
wolfer finance dao,"['other', 'other', 'other', 'other']","The first of its kind cryptocurrency income “non-traditional” investor funded institution aiming to scale and sustain the assets under management, consistently.
 WE’VE BUILT A BUSINESS TO SECURE A BETTER FINANCIAL FUTURE FOR INVESTORS.
",,0.0
potion labs dao,"['Protocol', 'Social']","Decentralized protocol for the creation of price insurance contracts running on the Ethereum network
",Ethereum,8000.0
forefront dao,['Social'],"FF creates and curates resources to help tokenized communities thrive
",Bitcoin,24200.0
steakbank dao,['DeFi'],"A liquid staking platform on Binance Smart Chain where users can earn multiple streams of cashflow
 SteakBank is a multi-asset staking platform for users to participate in validating the respective chain, while at the same time freeing the value locked in it. This is done by issuing a BEP20 liquid derivative token representing the staked token’s value on the Binance Smart Chain.
Liquid token will be represented with an “L” infront of their usual ticker (i.e BNB -> LBNB)
SteakBank Token will be represented with the ticker symbol “SBF”
",Binance,61800.0
the citadao project dao,['Investment'],"Knights of CitaDAO creating a DeFi ecosystem powered by Real Estate
 CitaDAO is a Decentralized Finance (DeFi) platform for Real Estate to be tokenized on-chain, built on the Ethereum ecosystem. CitaDAO aims to solve the lack of liquidity, access limitation, and lack of composability in the existing real estate ecosystem by creating interoperability with other DeFi applications and primitives that operate on the Ethereum protocol. Real Estate Token allows the community to diversify their portfolio on-chain to generate sustainableyield through real-world assets and enjoy constant liquidity by leveraging AMM and Liquidity Pools.
",Ethereum,3700.0
bancor dao,['Protocol'],"Bancor consists of a series of smart contracts that manage the on-chain conversion of tokens. The protocol makes it effortless and quick to convert tokens without having to go through an exchange. The protocol’s smart contracts manage the liquidity pools that connect various tokens available in the network. 0x3EcD508F87Ef27417474B0FDF8dd90A3b2B337C9
",Ethereum,161800.0
life dao,"['Investment', 'Protocol']","LifeDAO is a decentralised, reserve currency protocol built on the Avalanche network by the LifeDAO team.
 LIFE does not rebase. Instead, a new supply is created via direct sales into the market and burned via direct purchases from the market. This way, LIFE remains backed by real assets in the treasury, i.e., USD.
These basically translates to:
When LIFE trades below ↓ 1 USDT, the protocol buys it back and burns LIFE.
When LIFE trades above ↑ 1 USDT, the protocol mints and sells new LIFE.
",Avalanche,8300.0
ssv.network dao,['DeFi'],"ssv.network is a decentralized staking infrastructure based on Secret-Shared-Validator (SSV) technology for running a distributed (DVT) Ethereum validator
",Ethereum,10700.0
aave dao,['Protocol'],"We built Aave Protocol, an open source and non-custodial liquidity protocol
",Ethereum,556500.0
ooki protocol dao,['Protocol'],"Delivering financial independence by reinventing financial services for a decentralized future.
 How are they doing it?Ooki Protocol allows anyone to build applications that enable lenders, borrowers, and traders to interact with the most flexible decentralized finance protocol on Ethereum. Ooki is a community-run project, governed by the community vote for all major changes to the protocol.How can you earn?Holders of OOKI tokens can stake OOKI to earn part of the Ooki protocol fees.",Ethereum,5500.0
defigeek community dao,"['DeFi', 'DAO Tools']","DeFiGeek Community (DFGC) is an open community that develops DeFi Dapps and middleware that contribute to the Web3 era
 DFGC aims to be a DAO (Decentralized Autonomous Organization). In order to become a flat and sustainable group, we are working to increase the division of roles and their fluidity, eliminate authority, and welcome the independence and leadership of each member. For example, we routinely vote to confirm community consensus building.
",,0.0
ibcdao,"['other', 'other', 'other', 'other']","IBCDAO is a community-funded DAO working towards making metaverse a reality.
",,0.0
